file,spectral_centroid,zcr,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc40,chroma1,chroma2,chroma3,chroma4,chroma5,chroma6,chroma7,chroma8,chroma9,chroma10,chroma11,chroma12
5220_029.wav,1035.6815563556618,0.19252977093446602,-320.4331,66.971664,40.600708,3.7115421,-32.53894,-6.2463202,-31.871014,-4.3132977,-17.775438,-5.064445,-8.509293,-4.4111824,-8.855312,-3.8524883,-11.283197,-6.6911693,-11.500929,-7.851272,-9.451415,-6.8334823,-10.020952,-4.503636,-7.690879,-4.7156205,-5.249651,-5.9603677,-6.023649,-7.2373924,-7.5227656,-7.7435946,-6.4289165,-2.7105455,1.8965589,5.680188,8.006285,8.95372,6.805469,5.1539373,2.2110229,2.9902039,0.45738232,0.54256344,0.44580358,0.26838064,0.2063627,0.24376701,0.23303233,0.3657304,0.49308518,0.46721756,0.3256661,0.32623944
4511_052.wav,537.5062937875051,0.07174729567307692,-300.61795,135.00786,15.917438,0.9382164,-14.86434,-8.599521,-16.75999,-13.9793005,-15.015644,-12.383997,-13.882631,-7.5221643,-7.335521,-9.244717,-10.875132,-9.051591,-13.427998,-10.716886,-9.7247505,-10.340218,-11.563127,-8.337639,-10.395233,-4.1653357,-2.9714875,0.0062774876,-1.5138958,0.307054,3.0486574,4.7548933,4.9481864,5.2539077,2.3487775,-0.9781183,-3.0325434,-1.9129505,-1.4728718,-2.2761536,-3.7508738,-3.6558962,0.14081722,0.22006904,0.3645934,0.44667292,0.5153546,0.46236548,0.37936336,0.322927,0.21190806,0.14207962,0.13330284,0.16364434
4527_052.wav,567.2183875522347,0.07715685614224138,-294.06564,143.38742,-4.572035,0.97303927,-15.151636,-7.755641,-18.37226,-8.955624,-9.074581,-11.773027,-11.301053,-7.5717263,-7.1884446,-7.4703474,-11.1622925,-10.340499,-14.920969,-11.21563,-12.496936,-8.029191,-11.019042,-6.367764,-9.090545,-7.2144203,-6.980545,-5.013759,-4.186761,-0.7195048,-0.25959417,1.4555227,3.3336124,4.844786,3.1060357,2.0269525,0.96562827,-0.55149686,-2.3418128,-2.049667,-0.87790763,-0.77298725,0.22857384,0.3615598,0.46683323,0.47300923,0.41041443,0.379737,0.26865166,0.21784976,0.23590551,0.22989161,0.23934314,0.17325336
1641_086.wav,881.2024746978568,0.14943506384408603,-143.56857,92.76071,-57.04538,-2.439064,-49.01609,-15.724103,-17.70665,-9.506829,-19.577175,-1.391402,-10.553424,-5.2311697,-5.847025,-12.20075,-14.207758,-13.461596,7.2148023,23.620165,31.656683,12.396433,-10.944316,-11.846328,-1.2917892,-2.6213844,-10.491991,-5.010496,-1.1510133,-9.378827,-8.935614,-1.3608998,-6.797098,-10.053562,-3.5258434,-2.329635,1.8951045,10.919825,6.945436,2.9575937,0.49452594,-3.119928,0.65344965,0.40799135,0.1399,0.052839633,0.04358871,0.07510249,0.24581529,0.36831918,0.1801407,0.076536395,0.12872888,0.3438831
5051_088.wav,843.3002495471543,0.13100324358258927,-393.07617,77.62179,38.884544,-6.134117,-20.91627,-19.263943,-30.544506,-5.470666,-17.13886,-4.5588193,-16.628836,-7.86198,-12.203746,-5.689405,-11.521724,-5.3915305,-9.474487,-7.6017127,-7.8985586,-7.1340895,0.4481724,8.253311,16.021418,15.119339,6.207119,-1.1431156,-3.6002312,-1.9618369,-4.773795,-5.44946,-3.4083169,-2.9038053,-4.594435,-4.2649636,-3.3956897,-6.0449862,-6.4666986,-2.9746094,-4.880442,-5.3899717,0.14192247,0.14117584,0.19513509,0.20663966,0.16490296,0.13164838,0.20109038,0.35403496,0.50493085,0.6623603,0.39502782,0.22026934
5868_087.wav,926.1980208763393,0.140859375,-252.87883,72.54691,-12.979379,10.605282,-29.314747,-30.82543,-18.598011,-1.022708,-17.30036,-2.3344524,-14.843683,-5.1352057,-9.216233,-5.476866,-11.915091,-7.8656535,-11.862383,-6.9903016,-1.6001722,5.051516,17.15512,14.546323,7.647276,-1.1402775,-3.3443716,-0.8507388,-3.7767417,-5.46608,-4.80896,-3.4558508,-5.0547013,-5.275413,-4.215726,-6.3708496,-5.797845,-3.4360156,-5.230407,-2.5232964,-0.565494,0.66945493,0.26316816,0.13548416,0.102027714,0.10024437,0.13479796,0.18672246,0.19887896,0.17261814,0.31093007,0.3859099,0.49596536,0.4518559
5707_061.wav,825.9849420459109,0.1356201171875,-204.49745,94.10623,-22.794672,-18.59889,-27.339775,-22.723509,-18.63494,-8.659161,-22.45417,2.704603,-15.475291,-2.9759488,-15.316587,-10.935545,-15.77546,-6.6484284,-5.623186,4.0140085,17.175192,21.55368,17.041578,-3.2821677,-6.615141,-6.1762714,-4.735874,-7.9731317,-6.4498806,-7.592453,-9.107853,-3.4581788,-6.107464,-6.856802,-6.7650857,-6.976626,-4.663127,3.259727,3.4051447,1.340045,2.1371121,-0.17740104,0.6091192,0.34404212,0.059981924,0.041192003,0.057424195,0.09459737,0.14070353,0.17600583,0.09286209,0.14483817,0.43110412,0.4998305
2070_036.wav,1161.3271401896486,0.2205078125,-65.394264,51.599,-57.735287,-10.393941,-41.998783,-22.955208,-6.118289,-6.452705,-3.7117884,-18.273111,-4.8978033,-5.578738,-7.3354545,-3.081393,-6.9050364,-1.4340669,-8.499995,-3.4357345,-6.893785,-4.885148,-12.335343,-5.9316463,-6.7116914,3.427037,-4.1557374,-1.0516818,-2.6606743,4.8021336,5.718294,7.744289,-0.43037242,1.437393,-2.3776348,-3.2343125,-2.5921178,1.2866058,-1.3809946,-3.9630542,-3.3427186,-3.4226234,0.16774845,0.19785841,0.28592294,0.33504876,0.42713347,0.39807108,0.32586002,0.4431154,0.34760156,0.17154169,0.15018867,0.14474335
2176_089.wav,796.816748151551,0.10116084929435484,-143.0526,107.70309,-2.0346825,32.93992,-31.723122,14.292042,-25.52124,-1.8296252,-17.101217,-3.7153718,-6.14525,-7.503508,-8.726686,-13.703282,-12.4430485,-12.617688,-13.674462,-11.638366,-9.179808,2.7450573,9.869674,8.289429,-3.2351825,-11.100907,-7.3788195,-4.4783306,-7.4447074,-10.488482,-5.904498,-1.598663,-5.2089114,-6.23374,-2.1193109,-7.273255,-8.737801,-3.1234841,-5.496721,-4.7367315,0.8090953,-1.244851,0.25590554,0.15572307,0.15820543,0.15619572,0.15295324,0.19971773,0.16364177,0.15949534,0.18350884,0.29258522,0.70882,0.70444804
4527_089.wav,914.353703896665,0.15612936580882353,-341.6112,93.217995,-25.719131,16.33991,-35.532284,-3.5690386,-24.598507,-8.613645,-12.80257,-9.32758,-9.211128,-5.516882,-10.204388,-9.421917,-13.6459,-11.742509,-14.519727,-8.644396,-8.606113,-6.87194,-3.7031043,5.2294946,16.584593,15.5369,7.4471664,-1.5738746,-4.7268367,-3.1018698,-4.850388,-5.405178,-4.9933405,-3.1558232,-3.4539914,-5.1751833,-4.3869643,-3.4883075,-5.2957263,-5.8622594,-4.2416854,-4.56074,0.12185651,0.103180304,0.13378064,0.24263552,0.19896974,0.1743478,0.17914166,0.39171007,0.69347095,0.5116685,0.25620446,0.12668766
1765_028.wav,1149.4123264332763,0.1575642523364486,-266.2549,61.793175,-7.5981746,13.568191,-53.984756,2.8145866,-37.72793,18.568567,-33.799427,2.2416177,-25.776436,-2.0538893,-8.031339,-21.50377,-1.526443,-19.863188,-10.2318325,-13.059488,-10.02218,1.8514973,12.999074,16.323618,13.718155,5.0411124,1.9268553,0.5536437,-7.941264,-6.2429805,-2.9022875,-4.365885,-5.4309335,-5.613697,-2.4586208,-5.626971,-6.8480697,-4.5816994,-7.2298236,-5.0816293,-2.8433022,0.026550831,0.0827241,0.059263255,0.12921299,0.17073688,0.1989799,0.25867295,0.22755443,0.29781118,0.4032769,0.46130618,0.41693592,0.22374679
1093_029.wav,653.3315152152109,0.060774423543689324,-256.43494,109.72789,5.049563,35.97097,-16.818903,3.905497,-12.382299,-9.639506,-8.086746,-4.5169797,-5.797197,-3.1007578,-16.746618,-4.52832,-10.2912655,-6.1103168,-8.910431,-7.862954,-8.450595,-7.8237934,-10.714647,-6.789316,-8.781366,-10.07771,-8.910187,-9.876343,-7.968781,-10.896557,-9.873295,-9.965226,-8.409662,-6.818258,-6.4689355,-7.7721996,-6.275788,0.02018078,7.013679,10.090336,7.5163083,3.745194,0.727326,0.36683863,0.29110876,0.20207192,0.118293405,0.102965735,0.10298778,0.15824771,0.1644689,0.14902674,0.22611666,0.54774666
3703_020.wav,842.7302520260973,0.1246385450487013,-331.2848,77.02728,-26.573753,6.427092,-32.894524,-1.4972668,-21.229744,-6.4363413,-14.596161,-7.4006014,-7.1314974,-11.463557,-8.023984,-10.605141,-11.53779,-8.2688055,-10.868318,-7.942133,-6.339981,4.0953655,17.419577,24.629202,14.497077,-2.4455144,-6.397449,-1.7073998,-1.44688,-7.15628,-7.41127,-1.1426117,-3.55768,-4.019318,1.8012289,0.27238518,-6.4679456,-4.8418236,-4.0219235,-8.023324,-5.5244737,-0.70209754,0.16637196,0.1457497,0.12944622,0.14738318,0.22097467,0.21676517,0.15078129,0.17687182,0.35034084,0.6732819,0.5061406,0.2585292
0843_003.wav,762.6489015940738,0.1100538300304878,-291.506,110.640366,-7.3561983,-15.173651,-25.775509,-2.011676,-16.092642,6.6855,-9.940265,-11.197824,-12.51794,-11.58711,-11.407604,-13.351445,-10.612886,-8.899761,-11.837239,-8.579812,-9.249866,-7.4646378,-10.719001,-10.389145,-12.238358,-9.282781,-6.257352,-5.1172867,-6.592201,-7.4495015,-4.3229403,-0.68138826,4.9381285,7.5724554,6.9827857,5.203798,1.2547202,-2.710165,-3.9315584,-0.6804327,-0.84509397,-1.7788248,0.12960908,0.20519859,0.4566195,0.49510998,0.46900034,0.3106533,0.334559,0.2730964,0.23892389,0.1532413,0.21426643,0.267047
0786_036.wav,1109.256192342349,0.13413677793560605,-258.53833,66.42747,8.743802,9.819389,-33.59823,-2.2978039,-34.6176,-0.7055561,-22.154125,-10.046781,-13.228004,-23.887478,-4.3781743,-6.9437222,-5.280504,-4.6855392,-10.101715,-7.011546,-7.4325056,-3.12252,-5.849242,-2.941003,-6.183424,-1.718219,-1.020986,-3.159637,-4.091442,-4.041847,-6.400591,-4.01544,-3.4694371,-2.8785768,-0.46135145,-0.53079623,0.08219536,-0.05024715,1.1604034,2.4837105,1.8651023,3.2246943,0.30148667,0.21386722,0.3440192,0.29611257,0.27052912,0.35472274,0.2865873,0.2726833,0.3368249,0.28607616,0.24734555,0.3590625
2061_036.wav,1179.7732505254571,0.22072531960227273,-65.49504,49.503822,-39.538094,-8.195511,-46.600826,-22.13134,-11.28015,-9.283928,-6.131424,-12.494434,-6.6221695,-5.2197948,-2.4756103,-4.5664015,-7.0556536,0.39407992,-7.105229,-3.428804,-6.356165,-6.261884,-11.416293,-7.448944,-12.696828,-0.75116736,1.9634471,9.290591,5.5564947,3.2584,1.3720565,6.125195,-0.47679415,-0.28039986,-3.6248236,-3.7680802,-3.54146,0.194045,-1.9986026,-0.5462923,-0.8232584,-2.956936,0.22345807,0.28331032,0.34067997,0.2840322,0.32773376,0.40980855,0.4289565,0.5137242,0.27710316,0.17227079,0.14849572,0.190631
0211_025.wav,1039.3464498287517,0.16399372799295775,-298.53726,63.421154,-8.113634,-1.468626,-22.691833,5.754009,-20.7202,4.0016427,-20.906185,-8.804686,-14.957389,-6.424017,-11.965504,-4.218094,-5.4796295,-6.1153994,-7.5595703,-6.794667,-8.823587,-6.5529194,-7.7757535,-4.194361,-7.356679,-5.8431225,-6.2613053,-7.3512864,-7.3411107,-9.092592,-7.622189,-5.5333724,0.117571115,4.631084,9.032278,9.746933,7.9842186,4.919076,2.3917353,-0.12593551,-1.3814515,-1.5246425,0.30560872,0.41754302,0.47533298,0.38917455,0.31460318,0.32652357,0.22554705,0.21888825,0.23664348,0.22813298,0.2560677,0.24219546
3330_028.wav,1191.5896662842201,0.13752003205128205,-222.81062,40.598278,22.727215,-5.8651166,-31.708536,-20.224627,-15.167905,-1.7707604,-29.83039,-0.2451299,-10.185394,-16.548069,-0.14305706,-8.094092,-9.75609,-13.774751,-4.4206657,-9.161786,-18.519224,-9.437402,-9.652017,9.124882,12.090862,18.064644,9.796199,6.9710655,3.206181,-1.4937638,-4.7718673,-5.5222096,-2.93278,-4.394125,-8.337283,-4.7688885,-4.4331145,-6.246605,-6.2678933,-2.5923064,-8.246956,-6.1421165,0.042717688,0.09512658,0.13177796,0.23607917,0.25104353,0.20790212,0.37464842,0.42524046,0.42025048,0.2826908,0.08625845,0.04298112
0213_089.wav,1046.8084448983793,0.153857421875,-135.80206,83.08107,-37.71751,42.018517,-43.170437,2.8384082,-21.208448,-1.3353875,-20.737768,-5.000042,-3.760929,-7.4951844,-5.374122,-7.7721844,-12.185362,-12.57168,-10.32259,-10.037556,-13.449447,-12.116142,-2.8046048,10.074688,15.449714,6.892698,-4.749124,-4.143628,-3.3615012,-3.0352182,-6.194595,-4.387992,-4.2264633,-7.6405663,-7.331241,-5.6632767,-6.192111,-8.102378,-4.859704,-4.8031,-5.3447633,-2.302135,0.06558065,0.0795147,0.0865831,0.12970383,0.17400114,0.16602199,0.14295256,0.1725623,0.3904243,0.71649605,0.5381263,0.15098436
1306_028.wav,1185.686098888712,0.16911697387695312,-300.89734,55.362415,5.503309,-45.648857,-18.84261,-13.356613,-13.202326,-9.684893,-19.324396,-3.5168407,-16.535011,-1.4144019,-13.995995,-2.3337097,-18.26906,-7.3595586,-3.2953553,20.97436,21.912716,13.729812,-7.451382,-7.8600993,-0.7637587,-6.553793,-8.204429,-1.70012,-2.4955328,-7.4006863,-7.985296,-2.4831629,-7.4235945,-9.261012,-3.9393091,-2.3450775,-1.1224158,9.285308,2.1372554,-0.6077081,0.7979667,-1.7258353,0.374592,0.5300784,0.3208178,0.12010497,0.088701636,0.10511667,0.19798695,0.30302012,0.41510642,0.21572605,0.17762133,0.25181702
0889_087.wav,1043.5443926647358,0.1631065691021127,-140.0308,71.92584,-42.259064,-4.9895897,-21.482655,-17.495266,-16.11391,1.6313545,-13.262484,1.5800034,-15.641892,-10.430865,-11.291713,-13.175604,-2.888791,-8.39723,-11.4223385,-14.7825365,-12.041167,-5.358798,3.6252627,8.814577,2.3800583,0.4960645,-8.636992,-3.447075,-2.2481823,-3.2097137,-3.966349,-5.5388517,-1.6865493,-2.7023082,-3.4943342,-3.0609539,-2.6204896,-2.0341854,-2.356049,0.2919302,-0.8743409,2.0485444,0.21808659,0.19643018,0.14863718,0.29392105,0.4454949,0.43284532,0.3333609,0.20496494,0.17549889,0.33396888,0.41161388,0.30062133
0818_086.wav,1027.2225959534655,0.181650390625,-92.52026,76.608986,-63.42796,12.219924,-39.761856,-19.910149,-26.218367,-1.928935,-24.686007,-1.7248703,-10.125761,-8.886269,-8.928391,-9.216612,-10.183588,-9.641934,0.52760965,6.9331017,17.24383,15.400049,7.8854585,-3.1101427,-7.364657,-3.9534461,-4.2387996,-6.2759457,-5.963031,-4.676109,-4.6049156,-6.288702,-4.894483,-3.9212801,-4.3810153,-4.033388,-2.232567,0.032641146,0.8064074,2.3642635,2.3504505,1.7486113,0.44902992,0.38223785,0.24688102,0.18350701,0.14298588,0.19017056,0.26823565,0.2924201,0.22629678,0.12004245,0.23909077,0.4396377
5577_089.wav,662.1194392825053,0.08337032433712122,-365.60144,96.5354,20.475706,29.189491,-33.513138,-7.534704,-22.998653,-8.998743,-8.212613,-9.895933,-13.935542,-13.594258,-15.841277,-8.980948,-15.506331,-11.399643,-14.834142,-8.840896,-13.971789,-9.703949,-9.02546,7.6585917,19.053055,22.695541,10.753641,-2.7303278,-7.1473875,-5.3050957,-3.563621,-8.108852,-7.8771935,-1.7808425,-4.6152186,-7.992021,-2.863407,-2.7895262,-7.362583,-5.1083736,-2.5287712,-5.1085787,0.03348363,0.045605898,0.11055979,0.13562477,0.0786973,0.075546876,0.19166498,0.6742465,0.766468,0.30263725,0.08457614,0.039070427
